SERIAL NO,SUBJECT,CHAPTER NAME,CLASS TEACHER,YEAR,MODE,FACULTY1,FACULTY2,BATCH,EXAM DATE,ALLOTED HOURS,COMPLETED HOURS,REMAINING HOURS NEEDED,CHAPTER STATUS,AVERAGE MARK OF BATCH,NUMBER OF A+,REMARKS1,REMARKS2,REMARKS3,FLAG1,FLAG2,FLAG3
3150,MATHS,Statistics,JEEVAN.JOSHY,2026,OFFLINE,MBR,,BATCH25,,9,,9,NOT COMPLETED,,,,,,,,
3151,MATHS,Straight Lines,JEEVAN.JOSHY,2026,OFFLINE,PDC,,BATCH25,,14,,14,NOT COMPLETED,,,,,,,,
3152,MATHS,Straight Lines,JEEVAN.JOSHY,2026,OFFLINE,PDC,,BATCH25,,10,,10,NOT COMPLETED,,,,,,,,
3153,MATHS,Straight Lines,JEEVAN.JOSHY,2026,OFFLINE,PDC,,BATCH25,,24,,24,NOT COMPLETED,,,,,,,,
3154,ZOOLOGY,Structural organisation in Animals Animal Tissue,JEEVAN.JOSHY,2026,OFFLINE,BAV,,BATCH25,,14,,14,NOT COMPLETED,,,,,,,,
3155,ZOOLOGY,Structural organisation in Animals Animal Tissue,JEEVAN.JOSHY,2026,OFFLINE,BAV,,BATCH25,,9,,9,NOT COMPLETED,,,,,,,,
3156,CHEMISTRY,Structure of Atoms,JEEVAN.JOSHY,2026,OFFLINE,ZDH,,BATCH25,,12,,12,NOT COMPLETED,,,,,,,,
3157,CHEMISTRY,Structure of Atoms,JEEVAN.JOSHY,2026,OFFLINE,ZDH,,BATCH25,,19,,19,NOT COMPLETED,,,,,,,,
3158,CHEMISTRY,The d and f Block Block Elements,JEEVAN.JOSHY,2026,OFFLINE,MDK,,BATCH25,,9,,9,NOT COMPLETED,,,,,,,,
3159,CHEMISTRY,The d and f Block Block Elements,JEEVAN.JOSHY,2026,OFFLINE,MDK,,BATCH25,,21,,21,NOT COMPLETED,,,,,,,,
3160,CHEMISTRY,The d and f Block Block Elements,JEEVAN.JOSHY,2026,OFFLINE,MDK,,BATCH25,,9,,9,NOT COMPLETED,,,,,,,,
3161,ZOOLOGY,The Living World,JEEVAN.JOSHY,2026,OFFLINE,MAH,,BATCH25,,9,,9,NOT COMPLETED,,,,,,,,
3162,ZOOLOGY,The Living World,JEEVAN.JOSHY,2026,OFFLINE,MAH,,BATCH25,,10,,10,NOT COMPLETED,,,,,,,,
3163,CHEMISTRY,The p Block Elements (XI) (XI) & (XII),JEEVAN.JOSHY,2026,OFFLINE,CAI,,BATCH25,,9,,9,NOT COMPLETED,,,,,,,,
3164,CHEMISTRY,The p Block Elements (XI) (XI) & (XII),JEEVAN.JOSHY,2026,OFFLINE,CAI,,BATCH25,,17,,17,NOT COMPLETED,,,,,,,,
3165,MATHS,Theory of Probability,JEEVAN.JOSHY,2026,OFFLINE,MBW,,BATCH25,,14,,14,NOT COMPLETED,,,,,,,,
3166,MATHS,Theory of Probability,JEEVAN.JOSHY,2026,OFFLINE,MBW,,BATCH25,,15,,15,NOT COMPLETED,,,,,,,,
3167,MATHS,Three Dimensional Geometry,JEEVAN.JOSHY,2026,OFFLINE,CDH,,BATCH25,,17,,17,NOT COMPLETED,,,,,,,,
3168,MATHS,Three Dimensional Geometry,JEEVAN.JOSHY,2026,OFFLINE,CDH,,BATCH25,,10,,10,NOT COMPLETED,,,,,,,,
3169,MATHS,Three Dimensional Geometry,JEEVAN.JOSHY,2026,OFFLINE,CDH,,BATCH25,,15,,15,NOT COMPLETED,,,,,,,,
3170,MATHS,Trigonometry I,JEEVAN.JOSHY,2026,OFFLINE,ZCB,,BATCH25,,24,,24,NOT COMPLETED,,,,,,,,
3171,MATHS,Trigonometry I,JEEVAN.JOSHY,2026,OFFLINE,ZCB,,BATCH25,,9,,9,NOT COMPLETED,,,,,,,,
3172,MATHS,Trigonometry II,JEEVAN.JOSHY,2026,OFFLINE,ZCG,,BATCH25,,26,,26,NOT COMPLETED,,,,,,,,
3173,MATHS,Trigonometry II,JEEVAN.JOSHY,2026,OFFLINE,ZCG,,BATCH25,,7,,7,NOT COMPLETED,,,,,,,,
3174,MATHS,Vectors,JEEVAN.JOSHY,2026,OFFLINE,BBW,,BATCH25,,15,,15,NOT COMPLETED,,,,,,,,
3175,MATHS,Vectors,JEEVAN.JOSHY,2026,OFFLINE,BBW,,BATCH25,,12,,12,NOT COMPLETED,,,,,,,,
3176,PHYSICS,Wave Optics,JEEVAN.JOSHY,2026,OFFLINE,ZDP,,BATCH25,,7,,7,NOT COMPLETED,,,,,,,,
3177,PHYSICS,Wave Optics,JEEVAN.JOSHY,2026,OFFLINE,ZDP,,BATCH25,,21,,21,NOT COMPLETED,,,,,,,,
3178,PHYSICS,Wave Optics,JEEVAN.JOSHY,2026,OFFLINE,ZDP,,BATCH25,,12,,12,NOT COMPLETED,,,,,,,,
3179,PHYSICS,Waves,JEEVAN.JOSHY,2026,OFFLINE,PBK,,BATCH25,,9,,9,NOT COMPLETED,,,,,,,,
3180,PHYSICS,Waves,JEEVAN.JOSHY,2026,OFFLINE,PBK,,BATCH25,,14,,14,NOT COMPLETED,,,,,,,,
3181,PHYSICS,Work Energy & Power,JEEVAN.JOSHY,2026,OFFLINE,PDL,,BATCH25,,9,,9,NOT COMPLETED,,,,,,,,
3182,PHYSICS,Work Energy & Power,JEEVAN.JOSHY,2026,OFFLINE,PDL,,BATCH25,,14,,14,NOT COMPLETED,,,,,,,,
3183,CHEMISTRY,"Alcohols, Phenols and Ethers",DONA.MERIN.JOSE,2026,OFFLINE,MDN,,BATCH3,,14,,14,NOT COMPLETED,,,,,,,,
3184,CHEMISTRY,"Alcohols, Phenols and Ethers",DONA.MERIN.JOSE,2026,OFFLINE,MDN,,BATCH3,,14,,14,NOT COMPLETED,,,,,,,,
3185,CHEMISTRY,"Alcohols, Phenols and Ethers",DONA.MERIN.JOSE,2026,OFFLINE,MDN,,BATCH3,,9,,9,NOT COMPLETED,,,,,,,,
3186,CHEMISTRY,Aldehydes and Ketones,DONA.MERIN.JOSE,2026,OFFLINE,BAB,,BATCH3,,12,,12,NOT COMPLETED,,,,,,,,
3187,CHEMISTRY,Aldehydes and Ketones,DONA.MERIN.JOSE,2026,OFFLINE,BAB,,BATCH3,,14,,14,NOT COMPLETED,,,,,,,,
3188,CHEMISTRY,Amines,DONA.MERIN.JOSE,2026,OFFLINE,MAB,,BATCH3,,15,,15,NOT COMPLETED,,,,,,,,
3189,CHEMISTRY,Amines,DONA.MERIN.JOSE,2026,OFFLINE,MAB,,BATCH3,,19,,19,NOT COMPLETED,,,,,,,,
3190,CHEMISTRY,Amines,DONA.MERIN.JOSE,2026,OFFLINE,MAB,,BATCH3,,10,,10,NOT COMPLETED,,,,,,,,
3191,BOTANY,Anatomy of Flowering Plants,DONA.MERIN.JOSE,2026,OFFLINE,ZBD,,BATCH3,,12,,12,NOT COMPLETED,,,,,,,,
3192,BOTANY,Anatomy of Flowering Plants,DONA.MERIN.JOSE,2026,OFFLINE,ZBD,,BATCH3,,12,,12,NOT COMPLETED,,,,,,,,
3193,BOTANY,Anatomy of Flowering Plants,DONA.MERIN.JOSE,2026,OFFLINE,ZBD,,BATCH3,,10,,10,NOT COMPLETED,,,,,,,,
3194,ZOOLOGY,Animal Kingdom Phylum Chordata,DONA.MERIN.JOSE,2026,OFFLINE,CBV,,BATCH3,,15,,15,NOT COMPLETED,,,,,,,,
3195,ZOOLOGY,Animal Kingdom Phylum Chordata,DONA.MERIN.JOSE,2026,OFFLINE,CBV,,BATCH3,,10,,10,NOT COMPLETED,,,,,,,,
3196,ZOOLOGY,Animal Kingdom Phylum Chordata,DONA.MERIN.JOSE,2026,OFFLINE,CBV,,BATCH3,,17,,17,NOT COMPLETED,,,,,,,,
3197,ZOOLOGY,Biodiversity and Conservation,DONA.MERIN.JOSE,2026,OFFLINE,ZBQ,,BATCH3,,9,,9,NOT COMPLETED,,,,,,,,
3198,ZOOLOGY,Biodiversity and Conservation,DONA.MERIN.JOSE,2026,OFFLINE,ZBQ,,BATCH3,,7,,7,NOT COMPLETED,,,,,,,,
3199,BOTANY,Biological Classification,DONA.MERIN.JOSE,2026,OFFLINE,BAP,,BATCH3,,12,,12,NOT COMPLETED,,,,,,,,
3200,BOTANY,Biological Classification,DONA.MERIN.JOSE,2026,OFFLINE,BAP,,BATCH3,,21,,21,NOT COMPLETED,,,,,,,,
3201,BOTANY,Biological Classification,DONA.MERIN.JOSE,2026,OFFLINE,BAP,,BATCH3,,10,,10,NOT COMPLETED,,,,,,,,
3202,ZOOLOGY,Biomolecules,DONA.MERIN.JOSE,2026,OFFLINE,PCI,,BATCH3,,14,,14,NOT COMPLETED,,,,,,,,
3203,CHEMISTRY,Biomolecules,DONA.MERIN.JOSE,2026,OFFLINE,ZAP,,BATCH3,,10,,10,NOT COMPLETED,,,,,,,,
3204,ZOOLOGY,Biomolecules,DONA.MERIN.JOSE,2026,OFFLINE,PCI,,BATCH3,,10,,10,NOT COMPLETED,,,,,,,,
3205,CHEMISTRY,Biomolecules,DONA.MERIN.JOSE,2026,OFFLINE,ZAP,,BATCH3,,12,,12,NOT COMPLETED,,,,,,,,
3206,ZOOLOGY,Biomolecules,DONA.MERIN.JOSE,2026,OFFLINE,PCI,,BATCH3,,10,,10,NOT COMPLETED,,,,,,,,
3207,BOTANY,Biotechnology : Principles and processes,DONA.MERIN.JOSE,2026,OFFLINE,BAT,,BATCH3,,14,,14,NOT COMPLETED,,,,,,,,
3208,BOTANY,Biotechnology : Principles and processes,DONA.MERIN.JOSE,2026,OFFLINE,BAT,,BATCH3,,9,,9,NOT COMPLETED,,,,,,,,
3209,BOTANY,Biotechnology and its Applications,DONA.MERIN.JOSE,2026,OFFLINE,CBI,,BATCH3,,12,,12,NOT COMPLETED,,,,,,,,
3210,BOTANY,Biotechnology and its Applications,DONA.MERIN.JOSE,2026,OFFLINE,CBI,,BATCH3,,9,,9,NOT COMPLETED,,,,,,,,
3211,ZOOLOGY,Breathing and Exchange of Gases,DONA.MERIN.JOSE,2026,OFFLINE,BAY,,BATCH3,,15,,15,NOT COMPLETED,,,,,,,,
3212,ZOOLOGY,Breathing and Exchange of Gases,DONA.MERIN.JOSE,2026,OFFLINE,BAY,,BATCH3,,9,,9,NOT COMPLETED,,,,,,,,
3213,BOTANY,Cell : The unit of life,DONA.MERIN.JOSE,2026,OFFLINE,MDR,,BATCH3,,14,,14,NOT COMPLETED,,,,,,,,
3214,BOTANY,Cell : The unit of life,DONA.MERIN.JOSE,2026,OFFLINE,MDR,,BATCH3,,29,,29,NOT COMPLETED,,,,,,,,
3215,BOTANY,Cell Cycle and Cell Division,DONA.MERIN.JOSE,2026,OFFLINE,BAG,,BATCH3,,17,,17,NOT COMPLETED,,,,,,,,
3216,BOTANY,Cell Cycle and Cell Division,DONA.MERIN.JOSE,2026,OFFLINE,BAG,,BATCH3,,14,,14,NOT COMPLETED,,,,,,,,
3217,CHEMISTRY,Chemical and Ionic Equilibrium,DONA.MERIN.JOSE,2026,OFFLINE,PAC,,BATCH3,,9,,9,NOT COMPLETED,,,,,,,,
3218,CHEMISTRY,Chemical and Ionic Equilibrium,DONA.MERIN.JOSE,2026,OFFLINE,PAC,,BATCH3,,14,,14,NOT COMPLETED,,,,,,,,
3219,CHEMISTRY,Chemical Bonding and Molecular Structure  Structure,DONA.MERIN.JOSE,2026,OFFLINE,MCV,,BATCH3,,9,,9,NOT COMPLETED,,,,,,,,
3220,CHEMISTRY,Chemical Bonding and Molecular Structure  Structure,DONA.MERIN.JOSE,2026,OFFLINE,MCV,,BATCH3,,12,,12,NOT COMPLETED,,,,,,,,
3221,ZOOLOGY,Chemical Coordination and Integration,DONA.MERIN.JOSE,2026,OFFLINE,BBL,,BATCH3,,12,,12,NOT COMPLETED,,,,,,,,
3222,ZOOLOGY,Chemical Coordination and Integration,DONA.MERIN.JOSE,2026,OFFLINE,BBL,,BATCH3,,9,,9,NOT COMPLETED,,,,,,,,
3223,ZOOLOGY,Chemical Coordination and Integration,DONA.MERIN.JOSE,2026,OFFLINE,BBL,,BATCH3,,9,,9,NOT COMPLETED,,,,,,,,
3224,MATHS,Circles,DONA.MERIN.JOSE,2026,OFFLINE,PBR,,BATCH3,,15,,15,NOT COMPLETED,,,,,,,,
3225,MATHS,Circles,DONA.MERIN.JOSE,2026,OFFLINE,PBR,,BATCH3,,10,,10,NOT COMPLETED,,,,,,,,
3226,CHEMISTRY,Classification of Elements and Periodicity Periodicity in Properties,DONA.MERIN.JOSE,2026,OFFLINE,ZAG,,BATCH3,,9,,9,NOT COMPLETED,,,,,,,,
3227,CHEMISTRY,Classification of Elements and Periodicity Periodicity in Properties,DONA.MERIN.JOSE,2026,OFFLINE,ZAG,,BATCH3,,15,,15,NOT COMPLETED,,,,,,,,
3228,CHEMISTRY,Classification of Elements and Periodicity Periodicity in Properties,DONA.MERIN.JOSE,2026,OFFLINE,ZAG,,BATCH3,,12,,12,NOT COMPLETED,,,,,,,,
3229,MATHS,Complex Numbers,DONA.MERIN.JOSE,2026,OFFLINE,ZCE,,BATCH3,,14,,14,NOT COMPLETED,,,,,,,,
3230,MATHS,Complex Numbers,DONA.MERIN.JOSE,2026,OFFLINE,ZCE,,BATCH3,,9,,9,NOT COMPLETED,,,,,,,,
3231,MATHS,"Continuity, Differentiability and Derivatives",DONA.MERIN.JOSE,2026,OFFLINE,PAZ,,BATCH3,,14,,14,NOT COMPLETED,,,,,,,,
3232,MATHS,"Continuity, Differentiability and Derivatives",DONA.MERIN.JOSE,2026,OFFLINE,PAZ,,BATCH3,,9,,9,NOT COMPLETED,,,,,,,,
3233,CHEMISTRY,Coordination Compounds and Organometallics,DONA.MERIN.JOSE,2026,OFFLINE,BDN,,BATCH3,,10,,10,NOT COMPLETED,,,,,,,,
3234,CHEMISTRY,Coordination Compounds and Organometallics,DONA.MERIN.JOSE,2026,OFFLINE,BDN,,BATCH3,,14,,14,NOT COMPLETED,,,,,,,,
3235,PHYSICS,Current Electricity,DONA.MERIN.JOSE,2026,OFFLINE,CAC,,BATCH3,,12,,12,NOT COMPLETED,,,,,,,,
3236,PHYSICS,Current Electricity,DONA.MERIN.JOSE,2026,OFFLINE,CAC,,BATCH3,,14,,14,NOT COMPLETED,,,,,,,,
3237,PHYSICS,Current Electricity,DONA.MERIN.JOSE,2026,OFFLINE,CAC,,BATCH3,,9,,9,NOT COMPLETED,,,,,,,,
3238,MATHS,Differential Equations,DONA.MERIN.JOSE,2026,OFFLINE,PAQ,,BATCH3,,14,,14,NOT COMPLETED,,,,,,,,
3239,MATHS,Differential Equations,DONA.MERIN.JOSE,2026,OFFLINE,PAQ,,BATCH3,,14,,14,NOT COMPLETED,,,,,,,,
3240,PHYSICS,Dual Nature of Matter and Radiation,DONA.MERIN.JOSE,2026,OFFLINE,CDS,,BATCH3,,7,,7,NOT COMPLETED,,,,,,,,
3241,PHYSICS,Dual Nature of Matter and Radiation,DONA.MERIN.JOSE,2026,OFFLINE,CDS,,BATCH3,,14,,14,NOT COMPLETED,,,,,,,,
3242,BOTANY,Ecosystem,DONA.MERIN.JOSE,2026,OFFLINE,ZBH,,BATCH3,,9,,9,NOT COMPLETED,,,,,,,,
3243,BOTANY,Ecosystem,DONA.MERIN.JOSE,2026,OFFLINE,ZBH,,BATCH3,,9,,9,NOT COMPLETED,,,,,,,,
3244,CHEMISTRY,Electrochemistry,DONA.MERIN.JOSE,2026,OFFLINE,MDA,,BATCH3,,10,,10,NOT COMPLETED,,,,,,,,
3245,CHEMISTRY,Electrochemistry,DONA.MERIN.JOSE,2026,OFFLINE,MDA,,BATCH3,,24,,24,NOT COMPLETED,,,,,,,,
3246,PHYSICS,Electromagnetic Induction and Alternating Current,DONA.MERIN.JOSE,2026,OFFLINE,MCR,,BATCH3,,14,,14,NOT COMPLETED,,,,,,,,
3247,PHYSICS,Electromagnetic Induction and Alternating Current,DONA.MERIN.JOSE,2026,OFFLINE,MCR,,BATCH3,,21,,21,NOT COMPLETED,,,,,,,,
3248,PHYSICS,Electromagnetic Induction and Alternating Current,DONA.MERIN.JOSE,2026,OFFLINE,MCR,,BATCH3,,9,,9,NOT COMPLETED,,,,,,,,
3249,PHYSICS,Electromagnetic Waves,DONA.MERIN.JOSE,2026,OFFLINE,ZDF,,BATCH3,,5,,5,NOT COMPLETED,,,,,,,,
3250,PHYSICS,Electromagnetic Waves,DONA.MERIN.JOSE,2026,OFFLINE,ZDF,,BATCH3,,15,,15,NOT COMPLETED,,,,,,,,
3251,ZOOLOGY,Evolution,DONA.MERIN.JOSE,2026,OFFLINE,BBC,,BATCH3,,24,,24,NOT COMPLETED,,,,,,,,
3252,ZOOLOGY,Evolution,DONA.MERIN.JOSE,2026,OFFLINE,BBC,,BATCH3,,7,,7,NOT COMPLETED,,,,,,,,
3253,ZOOLOGY,Excretory Products and Their Elimination,DONA.MERIN.JOSE,2026,OFFLINE,MAX,,BATCH3,,15,,15,NOT COMPLETED,,,,,,,,
3254,ZOOLOGY,Excretory Products and Their Elimination,DONA.MERIN.JOSE,2026,OFFLINE,MAX,,BATCH3,,17,,17,NOT COMPLETED,,,,,,,,
3255,ZOOLOGY,Excretory Products and Their Elimination,DONA.MERIN.JOSE,2026,OFFLINE,MAX,,BATCH3,,12,,12,NOT COMPLETED,,,,,,,,
3256,PHYSICS,Gravitation,DONA.MERIN.JOSE,2026,OFFLINE,ZDB,,BATCH3,,9,,9,NOT COMPLETED,,,,,,,,
3257,PHYSICS,Gravitation,DONA.MERIN.JOSE,2026,OFFLINE,ZDB,,BATCH3,,19,,19,NOT COMPLETED,,,,,,,,
3258,ZOOLOGY,Human Health and Disease,DONA.MERIN.JOSE,2026,OFFLINE,CCN,,BATCH3,,17,,17,NOT COMPLETED,,,,,,,,
3259,ZOOLOGY,Human Health and Disease,DONA.MERIN.JOSE,2026,OFFLINE,CCN,,BATCH3,,9,,9,NOT COMPLETED,,,,,,,,
3260,ZOOLOGY,Human Health and Disease,DONA.MERIN.JOSE,2026,OFFLINE,CCN,,BATCH3,,15,,15,NOT COMPLETED,,,,,,,,
3261,ZOOLOGY,Human Reproduction,DONA.MERIN.JOSE,2026,OFFLINE,CCA,,BATCH3,,21,,21,NOT COMPLETED,,,,,,,,
3262,ZOOLOGY,Human Reproduction,DONA.MERIN.JOSE,2026,OFFLINE,CCA,,BATCH3,,14,,14,NOT COMPLETED,,,,,,,,
3263,MATHS,Integration and its Applications,DONA.MERIN.JOSE,2026,OFFLINE,BCI,,BATCH3,,29,,29,NOT COMPLETED,,,,,,,,
3264,MATHS,Integration and its Applications,DONA.MERIN.JOSE,2026,OFFLINE,BCI,,BATCH3,,12,,12,NOT COMPLETED,,,,,,,,
3265,MATHS,Integration and its Applications,DONA.MERIN.JOSE,2026,OFFLINE,BCI,,BATCH3,,17,,17,NOT COMPLETED,,,,,,,,
3266,PHYSICS,Laws of Motion,DONA.MERIN.JOSE,2026,OFFLINE,BCN,,BATCH3,,10,,10,NOT COMPLETED,,,,,,,,
3267,PHYSICS,Laws of Motion,DONA.MERIN.JOSE,2026,OFFLINE,BCN,,BATCH3,,12,,12,NOT COMPLETED,,,,,,,,
3268,MATHS,Limits of Real Functions,DONA.MERIN.JOSE,2026,OFFLINE,MBU,,BATCH3,,10,,10,NOT COMPLETED,,,,,,,,
3269,MATHS,Limits of Real Functions,DONA.MERIN.JOSE,2026,OFFLINE,MBU,,BATCH3,,10,,10,NOT COMPLETED,,,,,,,,
3270,MATHS,Limits of Real Functions,DONA.MERIN.JOSE,2026,OFFLINE,MBU,,BATCH3,,7,,7,NOT COMPLETED,,,,,,,,
3271,MATHS,Linear Inequations and Inequalities,DONA.MERIN.JOSE,2026,OFFLINE,CCE,,BATCH3,,7,,7,NOT COMPLETED,,,,,,,,
3272,MATHS,Linear Inequations and Inequalities,DONA.MERIN.JOSE,2026,OFFLINE,CCE,,BATCH3,,9,,9,NOT COMPLETED,,,,,,,,
3273,MATHS,Linear Programming,DONA.MERIN.JOSE,2026,OFFLINE,BBZ,,BATCH3,,7,,7,NOT COMPLETED,,,,,,,,
3274,MATHS,Linear Programming,DONA.MERIN.JOSE,2026,OFFLINE,BBZ,,BATCH3,,10,,10,NOT COMPLETED,,,,,,,,
3275,ZOOLOGY,Locomotion and Movement,DONA.MERIN.JOSE,2026,OFFLINE,ZBM,,BATCH3,,19,,19,NOT COMPLETED,,,,,,,,
3276,ZOOLOGY,Locomotion and Movement,DONA.MERIN.JOSE,2026,OFFLINE,ZBM,,BATCH3,,12,,12,NOT COMPLETED,,,,,,,,
3277,MATHS,Logarithm,DONA.MERIN.JOSE,2026,OFFLINE,CDK,,BATCH3,,9,,9,NOT COMPLETED,,,,,,,,
3278,MATHS,Logarithm,DONA.MERIN.JOSE,2026,OFFLINE,CDK,,BATCH3,,9,,9,NOT COMPLETED,,,,,,,,
3279,MATHS,Logarithm,DONA.MERIN.JOSE,2026,OFFLINE,CDK,,BATCH3,,26,,26,NOT COMPLETED,,,,,,,,
3280,PHYSICS,Mechanical Properties of Solids & Fluids,DONA.MERIN.JOSE,2026,OFFLINE,PDO,,BATCH3,,12,,12,NOT COMPLETED,,,,,,,,
3281,PHYSICS,Mechanical Properties of Solids & Fluids,DONA.MERIN.JOSE,2026,OFFLINE,PDO,,BATCH3,,14,,14,NOT COMPLETED,,,,,,,,
3282,ZOOLOGY,Microbes in Human Welfare,DONA.MERIN.JOSE,2026,OFFLINE,MBC,,BATCH3,,15,,15,NOT COMPLETED,,,,,,,,
3283,ZOOLOGY,Microbes in Human Welfare,DONA.MERIN.JOSE,2026,OFFLINE,MBC,,BATCH3,,10,,10,NOT COMPLETED,,,,,,,,
3284,ZOOLOGY,Molecular Basis of Inheritance,DONA.MERIN.JOSE,2026,OFFLINE,PCN,,BATCH3,,17,,17,NOT COMPLETED,,,,,,,,
3285,ZOOLOGY,Molecular Basis of Inheritance,DONA.MERIN.JOSE,2026,OFFLINE,PCN,,BATCH3,,7,,7,NOT COMPLETED,,,,,,,,
3286,PHYSICS,Motion in a Plane,DONA.MERIN.JOSE,2026,OFFLINE,PDX,,BATCH3,,9,,9,NOT COMPLETED,,,,,,,,
3287,PHYSICS,Motion in a Plane,DONA.MERIN.JOSE,2026,OFFLINE,PDX,,BATCH3,,14,,14,NOT COMPLETED,,,,,,,,
3288,PHYSICS,Motion in a Plane,DONA.MERIN.JOSE,2026,OFFLINE,PDX,,BATCH3,,14,,14,NOT COMPLETED,,,,,,,,
3289,PHYSICS,Motion in a Straight Line,DONA.MERIN.JOSE,2026,OFFLINE,ZCN,,BATCH3,,9,,9,NOT COMPLETED,,,,,,,,
3290,PHYSICS,Motion in a Straight Line,DONA.MERIN.JOSE,2026,OFFLINE,ZCN,,BATCH3,,12,,12,NOT COMPLETED,,,,,,,,
3291,PHYSICS,Moving Charges and Magnetism,DONA.MERIN.JOSE,2026,OFFLINE,BCR,,BATCH3,,12,,12,NOT COMPLETED,,,,,,,,
3292,PHYSICS,Moving Charges and Magnetism,DONA.MERIN.JOSE,2026,OFFLINE,BCR,,BATCH3,,9,,9,NOT COMPLETED,,,,,,,,
3293,CHEMISTRY,Organic Chemistry–Some Basic Principles–Part II II (Reaction Mechanism),DONA.MERIN.JOSE,2026,OFFLINE,PBD,,BATCH3,,10,,10,NOT COMPLETED,,,,,,,,
3294,CHEMISTRY,Organic Chemistry–Some Basic Principles–Part II II (Reaction Mechanism),DONA.MERIN.JOSE,2026,OFFLINE,PBD,,BATCH3,,17,,17,NOT COMPLETED,,,,,,,,
3295,CHEMISTRY,Organic Chemistry–Some Basic Principles–Part III III (Purification),DONA.MERIN.JOSE,2026,OFFLINE,CAL,,BATCH3,,10,,10,NOT COMPLETED,,,,,,,,
3296,CHEMISTRY,Organic Chemistry–Some Basic Principles–Part III III (Purification),DONA.MERIN.JOSE,2026,OFFLINE,CAL,,BATCH3,,15,,15,NOT COMPLETED,,,,,,,,
3297,PHYSICS,Oscillations,DONA.MERIN.JOSE,2026,OFFLINE,CDP,,BATCH3,,9,,9,NOT COMPLETED,,,,,,,,
3298,PHYSICS,Oscillations,DONA.MERIN.JOSE,2026,OFFLINE,CDP,,BATCH3,,17,,17,NOT COMPLETED,,,,,,,,
3299,MATHS,"Permutation, Combination and Binomial Theorem",DONA.MERIN.JOSE,2026,OFFLINE,PCR,,BATCH3,,17,,17,NOT COMPLETED,,,,,,,,
3300,MATHS,"Permutation, Combination and Binomial Theorem",DONA.MERIN.JOSE,2026,OFFLINE,PCR,,BATCH3,,9,,9,NOT COMPLETED,,,,,,,,
3301,BOTANY,Photosynthesis in Higher Plants,DONA.MERIN.JOSE,2026,OFFLINE,CBR,,BATCH3,,19,,19,NOT COMPLETED,,,,,,,,
3302,BOTANY,Photosynthesis in Higher Plants,DONA.MERIN.JOSE,2026,OFFLINE,CBR,,BATCH3,,15,,15,NOT COMPLETED,,,,,,,,
3303,BOTANY,Photosynthesis in Higher Plants,DONA.MERIN.JOSE,2026,OFFLINE,CBR,,BATCH3,,12,,12,NOT COMPLETED,,,,,,,,
3304,PHYSICS,"Physical World, Units and Measurements",DONA.MERIN.JOSE,2026,OFFLINE,MBZ,,BATCH3,,9,,9,NOT COMPLETED,,,,,,,,
3305,PHYSICS,"Physical World, Units and Measurements",DONA.MERIN.JOSE,2026,OFFLINE,MBZ,,BATCH3,,12,,12,NOT COMPLETED,,,,,,,,
3306,BOTANY,Plant Growth and Development,DONA.MERIN.JOSE,2026,OFFLINE,ZAU,,BATCH3,,10,,10,NOT COMPLETED,,,,,,,,
3307,BOTANY,Plant Growth and Development,DONA.MERIN.JOSE,2026,OFFLINE,ZAU,,BATCH3,,14,,14,NOT COMPLETED,,,,,,,,
3308,BOTANY,Plant Kingdom,DONA.MERIN.JOSE,2026,OFFLINE,CBD,,BATCH3,,12,,12,NOT COMPLETED,,,,,,,,
3309,BOTANY,Plant Kingdom,DONA.MERIN.JOSE,2026,OFFLINE,CBD,,BATCH3,,10,,10,NOT COMPLETED,,,,,,,,
3310,ZOOLOGY,Principles of Inheritance and Variation,DONA.MERIN.JOSE,2026,OFFLINE,ZBZ,,BATCH3,,14,,14,NOT COMPLETED,,,,,,,,
3311,ZOOLOGY,Principles of Inheritance and Variation,DONA.MERIN.JOSE,2026,OFFLINE,ZBZ,,BATCH3,,12,,12,NOT COMPLETED,,,,,,,,
3312,ZOOLOGY,Principles of Inheritance and Variation,DONA.MERIN.JOSE,2026,OFFLINE,ZBZ,,BATCH3,,14,,14,NOT COMPLETED,,,,,,,,
3313,CHEMISTRY,Redox Reaction,DONA.MERIN.JOSE,2026,OFFLINE,ZDK,,BATCH3,,9,,9,NOT COMPLETED,,,,,,,,
3314,CHEMISTRY,Redox Reaction,DONA.MERIN.JOSE,2026,OFFLINE,ZDK,,BATCH3,,21,,21,NOT COMPLETED,,,,,,,,
3315,BOTANY,Respiration in Plants,DONA.MERIN.JOSE,2026,OFFLINE,MAF,,BATCH3,,14,,14,NOT COMPLETED,,,,,,,,
3316,BOTANY,Respiration in Plants,DONA.MERIN.JOSE,2026,OFFLINE,MAF,,BATCH3,,17,,17,NOT COMPLETED,,,,,,,,
3317,PHYSICS,Semiconductor Electronics,DONA.MERIN.JOSE,2026,OFFLINE,ZDS,,BATCH3,,10,,10,NOT COMPLETED,,,,,,,,
3318,PHYSICS,Semiconductor Electronics,DONA.MERIN.JOSE,2026,OFFLINE,ZDS,,BATCH3,,14,,14,NOT COMPLETED,,,,,,,,
3319,PHYSICS,Semiconductor Electronics,DONA.MERIN.JOSE,2026,OFFLINE,ZDS,,BATCH3,,9,,9,NOT COMPLETED,,,,,,,,
